id,date,mean_price,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
3421079032,20150217T000000,low,75000,1,0,670,43377,1,0,0,3,3,670,0,1966,0,98022,472638,-121906,1160,42882
40000362,20140506T000000,low,78000,2,1,780,16344,1,0,0,1,5,780,0,1942,0,98168,474739,-122.28,1700,10387
8658300340,20140523T000000,low,80000,1,0.75,430,5050,1,0,0,2,4,430,0,1912,0,98014,476499,-121909,1200,7500
3028200080,20150324T000000,low,81000,2,1,730,9975,1,0,0,1,5,730,0,1943,0,98168,474808,-122315,860,9000
3883800011,20141105T000000,low,82000,3,1,860,10426,1,0,0,3,6,860,0,1954,0,98146,474987,-122341,1140,11250
1623049041,20140508T000000,low,82500,2,1,520,22334,1,0,0,2,5,520,0,1951,0,98168,474799,-122296,1572,10570
7999600180,20140529T000000,low,83000,2,1,900,8580,1,0,0,3,5,900,0,1918,0,98168,474727,-122.27,2060,6533
1523049188,20150430T000000,low,84000,2,1,700,20130,1,0,0,3,6,700,0,1949,0,98168,474752,-122271,1490,18630
2422049104,20140915T000000,low,85000,2,1,830,9000,1,0,0,3,6,830,0,1939,0,98032,473813,-122243,1160,7680
1322049150,20150305T000000,low,85000,2,1,910,9753,1,0,0,3,5,910,0,1947,0,98032,473897,-122236,1160,7405
1788900230,20140722T000000,low,86500,3,1,840,9480,1,0,0,3,6,840,0,1960,0,98023,473277,-122341,840,9420
9320900420,20141014T000000,low,89000,3,1,900,4750,1,0,0,4,6,900,0,1969,0,98023,473026,-122363,900,3404
1721801591,20150219T000000,low,89950,1,1,570,4080,1,0,0,3,5,570,0,1942,0,98146,475098,-122334,890,5100
2734100835,20150303T000000,low,90000,1,1,780,4000,1,0,0,3,5,780,0,1905,0,98108,475424,-122321,1150,4000
1049010620,20140513T000000,low,90000,2,1,790,2640,1,0,0,3,7,790,0,1973,0,98034,477351,-122178,1310,2064
2114700500,20150418T000000,low,90000,1,1,560,4120,1,0,0,3,4,560,0,1947,0,98106,475335,-122348,980,4120
1423049019,20140523T000000,low,90000,2,1,580,7500,1,0,0,3,5,580,0,1943,0,98178,474852,-122251,1700,11250
4239400300,20141129T000000,low,90000,3,1,980,2490,2,0,0,4,6,980,0,1969,0,98092,47317,-122182,980,3154
795000765,20140616T000000,low,92000,2,1,760,5500,1.5,0,0,3,5,760,0,1947,0,98168,475045,-122329,1040,5515
2724200705,20141212T000000,low,95000,2,1,800,8550,1,0,0,3,7,800,0,1947,0,98198,474075,-122294,1490,8550
7335400215,20150505T000000,low,95000,1,0.75,760,5746,1,0,0,4,5,760,0,1915,0,98002,473046,-122215,970,6696
6198400218,20140919T000000,low,95000,2,1,1070,20450,1,0,0,2,6,1070,0,1948,0,98058,474338,-122183,1360,15581
6929602721,20150408T000000,low,95000,2,1,960,7000,1,0,0,3,4,960,0,1918,0,98198,473864,-122307,1850,8120
1788800630,20141029T000000,low,96500,3,1,840,12091,1,0,0,3,6,840,0,1959,0,98023,473281,-122343,840,9324
5128000010,20150105T000000,low,99000,2,1,960,8236,1,0,0,2,6,960,0,1948,0,98058,474698,-122166,1260,8236
3751600030,20140717T000000,low,100000,2,1,770,17334,1,0,0,3,7,770,0,1978,0,98001,472997,-122269,1480,17334
7813200115,20140904T000000,low,100000,2,1,790,6426,1,0,0,3,6,790,0,1944,0,98178,474933,-122245,1380,6946
1900000195,20140630T000000,low,100000,2,1,930,7623,1,0,0,2,6,930,0,1942,0,98166,47467,-122349,1300,7641
7224000980,20140610T000000,low,100000,4,1,1120,2685,1,0,0,3,5,860,260,1939,0,98055,474904,-122203,1120,4838
8856000545,20140507T000000,low,100000,2,1,910,22000,1,0,0,3,6,910,0,1956,0,98001,472777,-122252,1326,9891
6146600170,20140703T000000,low,100000,2,0.75,660,5240,1,0,0,4,4,660,0,1912,0,98032,473881,-122234,850,5080
123039604,20140701T000000,low,102500,2,1,820,4320,1,0,0,3,5,820,0,1937,0,98106,47514,-122359,780,7424
723049326,20141208T000000,low,104950,2,1,1170,8254,1,0,0,2,6,1170,0,1949,0,98146,47497,-122346,1820,8922
1788800610,20140902T000000,low,105000,3,1,840,8400,1,0,0,3,6,840,0,1959,0,98023,473277,-122343,840,9450
4311700120,20150317T000000,low,105000,3,1,880,18109,1,0,0,4,6,880,0,1970,0,98042,473634,-122101,940,11193
2023049218,20140716T000000,low,105500,2,1,930,7740,1,0,0,1,5,930,0,1932,0,98148,474611,-122324,1620,8584
7211402105,20141126T000000,low,106000,1,1,560,5700,1,0,0,3,5,560,0,1947,0,98146,47511,-122359,1120,5000
7899800450,20140828T000000,low,107000,2,1,670,4720,1,0,0,4,6,670,0,1948,0,98106,475243,-122358,1480,4720
7899800045,20140828T000000,low,107000,3,1.5,910,5120,1,0,0,3,6,910,0,1973,0,98106,475238,-122356,1410,5132
7129800036,20150114T000000,low,109000,2,0.5,580,6900,1,0,0,3,5,580,0,1941,0,98118,475135,-122262,1570,5040
9200000050,20140918T000000,low,109500,2,1,800,10625,1,0,0,3,6,800,0,1942,0,98168,47496,-122317,1130,10625
4337000160,20150127T000000,low,110000,2,1,830,7590,1,0,0,2,6,830,0,1943,0,98166,474784,-122335,980,7590
3806000005,20141030T000000,low,110000,2,1,760,4746,1,0,0,3,5,760,0,1930,0,98055,474836,-122214,1360,7810
5381000048,20150427T000000,low,110000,2,1,790,8250,1,0,0,3,6,790,0,1947,0,98188,474523,-122286,900,8250
2853600155,20140915T000000,low,110000,1,1,640,10280,1,0,0,2,5,640,0,1920,0,98126,475144,-122368,1090,9000
8018600880,20140611T000000,low,110000,2,1,800,15000,1,0,0,3,6,800,0,1927,0,98168,474932,-122316,1170,15000
3361401011,20150219T000000,low,110000,2,1,600,6120,1,0,0,3,5,600,0,1943,0,98168,474997,-122317,1060,6120
5111400086,20140512T000000,low,110000,3,1,1250,53143,1,0,0,5,6,1250,0,1945,0,98038,474235,-122051,1820,217800
1278000210,20150311T000000,low,110000,2,1,828,4524,1,0,0,3,6,828,0,1968,2007,98001,472655,-122244,828,5402
2123049114,20140519T000000,low,110700,2,1,680,8064,1,0,0,3,6,680,0,1941,0,98188,47469,-122298,1340,10800
8698100170,20150211T000000,low,111300,2,1,1060,6000,1,0,0,4,5,1060,0,1908,0,98002,473066,-122223,940,6000
2648500030,20140725T000000,low,112000,1,1,1080,3230,1,0,0,3,6,1080,0,1963,0,98002,473075,-122217,1210,5760
7889600230,20141017T000000,low,114000,2,1,730,5200,1,0,0,3,6,730,0,1928,0,98146,474943,-122337,1220,6240
892000025,20140710T000000,low,114975,2,1,740,6250,1,0,0,3,6,740,0,1942,0,98146,47506,-122335,980,6957
3356403820,20141205T000000,low,115000,2,1,1000,16524,1,0,0,3,5,1000,0,1913,0,98001,472841,-122255,1350,10208
4031000520,20140708T000000,low,115000,1,2,1150,9812,1,0,0,4,7,1150,0,1962,0,98001,472951,-122284,1200,9812
104500730,20150224T000000,low,115000,3,1.75,1080,7942,1,0,0,3,7,1080,0,1981,0,98023,473141,-122355,1380,8244
8151600101,20150116T000000,low,115000,2,1,790,7252,1,0,0,3,5,790,0,1930,0,98146,475048,-122365,1260,11470
795000620,20140924T000000,low,115000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,98168,475045,-122.33,1070,6250
7889601320,20140725T000000,low,115000,2,1,940,6000,1,0,0,3,6,940,0,1943,0,98146,474907,-122336,1310,6000
623049232,20140715T000000,low,115000,2,0.75,550,7980,1,0,0,3,5,550,0,1952,0,98146,47511,-122348,1330,7980
1545807810,20141021T000000,low,118000,1,1,670,7957,1,0,0,4,6,670,0,1978,0,98038,473594,-122056,1600,7957
1446403850,20140916T000000,low,118125,2,1,790,7153,1,0,0,4,6,790,0,1944,0,98168,474869,-122324,810,7128
3821200050,20140604T000000,low,119500,3,1,1170,11000,1,0,0,2,6,1170,0,1980,0,98019,477346,-121983,1590,10894
3352402250,20141021T000000,low,119900,2,1,700,3180,1,0,0,3,6,480,220,1951,0,98178,474976,-122262,1760,6360
7893203565,20141027T000000,low,120000,3,1,1260,7500,1,0,0,3,6,1260,0,1954,0,98198,474191,-122.33,1260,7500
2621600015,20150121T000000,low,120000,3,1,1150,8924,1,0,0,3,6,1150,0,1943,0,98030,473865,-122217,1492,8924
3122069029,20140619T000000,low,120000,2,1,990,39964,1,0,0,2,4,990,0,1945,0,98042,473577,-122085,1560,8990
7972000010,20140520T000000,low,120750,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,472933,-122372,1510,9633
8151600470,20140804T000000,low,121800,2,1,940,8384,1,0,0,3,5,940,0,1947,0,98146,475065,-122364,1290,8384
1917300025,20150127T000000,low,122000,2,1,860,6000,1,0,0,3,6,860,0,1945,0,98022,472109,-121985,1300,6000
1446401460,20150422T000000,low,122000,2,1,760,5280,1,0,0,3,6,760,0,1946,0,98168,47483,-122.33,1710,6594
4438000165,20150420T000000,low,122000,2,1,730,6728,1,0,0,3,6,730,0,1953,0,98148,474275,-122324,1170,7034
7454000145,20150306T000000,low,122000,2,1,740,6840,1,0,0,3,6,740,0,1942,0,98126,475168,-122373,740,6840
1446403617,20140702T000000,low,123000,2,1,1050,6600,1.5,0,0,3,6,1050,0,1964,0,98168,474828,-122324,1330,6600
1950900245,20141226T000000,low,123300,3,1,1150,8050,1.5,0,0,4,7,1150,0,1956,0,98032,47374,-122296,1360,8050
3598600049,20141003T000000,low,124000,1,0.75,840,7203,1.5,0,0,3,6,840,0,1949,0,98168,474756,-122301,1560,8603
795000620,20141215T000000,low,124000,3,1,1080,6250,1,0,0,2,5,1080,0,1950,0,98168,475045,-122.33,1070,6250
3353402400,20150326T000000,low,124500,2,1,840,6480,1,0,0,4,5,840,0,1954,0,98001,47264,-122258,1100,7300
6600410170,20140528T000000,low,124740,3,1,1340,15600,1,0,0,4,6,1340,0,1978,0,98042,473224,-122143,1320,9800
7140800100,20141014T000000,low,125000,3,1,920,7276,1,0,0,4,6,920,0,1961,0,98002,47285,-122211,1120,7276
859000110,20141002T000000,low,125000,1,1,500,7440,1,0,0,1,5,500,0,1928,0,98106,475252,-122362,1350,7440
1450100390,20140905T000000,low,125000,3,1,920,7314,1,0,0,3,6,920,0,1960,0,98002,472892,-122.22,1010,7420
6303401150,20140924T000000,low,125000,2,1,810,8382,1,0,0,4,5,810,0,1942,0,98146,475033,-122358,1040,8382
3501100050,20141210T000000,low,125000,3,1,1230,4800,1.5,0,0,1,6,1230,0,1916,0,98117,476941,-122365,1230,4800
1352300990,20140826T000000,low,126000,1,1,610,4400,1,0,0,3,5,610,0,1922,0,98055,474865,-122197,1090,4930
723049530,20150505T000000,low,126500,3,1,1130,12212,1,0,0,3,6,1130,0,1942,0,98146,474952,-122.34,1190,9240
8651411260,20141113T000000,low,128000,2,1,980,5393,1,0,0,3,6,980,0,1969,0,98042,473674,-122081,980,5200
421049114,20141009T000000,low,128000,3,1,910,11117,1,0,0,3,7,910,0,1955,0,98003,473432,-122309,1490,8416
1898700050,20150428T000000,low,128000,3,1,1400,9690,1,0,0,3,7,1400,0,1969,0,98023,473201,-122398,1280,9600
7116000350,20140718T000000,low,128750,3,1,880,7004,1,0,0,3,5,880,0,1950,0,98002,473019,-122216,880,7828
6146600175,20141107T000000,low,129000,2,1,760,5240,1,0,0,3,6,760,0,1949,0,98032,47388,-122234,980,5080
87000213,20140613T000000,low,129000,2,1,1150,30184,1,0,0,3,6,1150,0,1950,0,98055,474492,-122.2,1670,19684
2722059292,20140604T000000,low,129000,1,1,650,15364,1,0,0,4,5,650,0,1967,0,98042,473721,-122159,1630,7952
4337600205,20141112T000000,low,129888,2,1,710,9900,1,0,0,3,6,710,0,1943,0,98166,47479,-122339,1070,9900
41000454,20140815T000000,low,130000,2,1,880,9000,1,0,0,3,5,880,0,1928,0,98188,474672,-122291,1410,10000
1238500451,20150209T000000,low,130000,3,1,1110,7520,1,0,0,4,7,1110,0,1960,0,98033,47683,-122176,1440,8400
2500600289,20150416T000000,low,130000,2,1,790,7500,1,0,0,3,7,790,0,1951,0,98198,474007,-122294,1560,7794
7973202712,20150324T000000,low,130000,2,1,780,5300,1,0,0,3,6,780,0,1941,0,98146,47513,-122354,780,5300
13001215,20150305T000000,low,130000,3,1,1100,5100,1,0,0,4,7,1100,0,1913,0,98108,475231,-122332,1450,5100
2354300456,20150311T000000,low,130000,2,1,600,1500,1,0,0,4,4,600,0,1900,0,98027,475289,-122033,1130,6000
6450302546,20141021T000000,low,130000,2,1,840,6654,1,0,0,3,7,840,0,1951,0,98133,477319,-122335,1350,5831
9272202260,20140924T000000,low,130000,3,1,1200,7000,2,0,0,1,7,1200,0,1908,0,98116,475883,-122384,3290,6000
6303401050,20150220T000000,low,132500,3,0.75,850,8573,1,0,0,3,6,600,250,1945,0,98146,47503,-122356,850,8382
4014400237,20140523T000000,low,132500,3,1,1080,10500,1,0,0,3,7,1080,0,1967,0,98001,47.32,-122278,1200,9607
8651402750,20150218T000000,low,132825,3,1.5,1210,5200,1,0,0,5,6,1210,0,1969,0,98042,473615,-122087,1120,5200
1697000400,20150330T000000,low,133000,3,1,980,9115,1,0,0,3,7,980,0,1968,0,98198,473737,-122312,1470,8716
7129304540,20141220T000000,low,133000,5,2,1430,5600,1.5,0,0,3,6,1430,0,1947,0,98118,475192,-122266,1860,5980
9320901250,20140910T000000,low,133400,3,1,900,2550,1,0,0,4,6,900,0,1978,0,98023,473036,-122363,1120,2550
5061300030,20140508T000000,low,134000,2,1.5,980,5000,2,0,0,3,7,980,0,1922,2003,98014,477076,-121359,1040,5000
3361402041,20141030T000000,low,134000,3,1,1270,8508,1,0,0,4,6,650,620,1942,0,98168,474961,-122322,1200,9415
2522069064,20141027T000000,low,135000,2,1,1220,7250,1,0,0,4,6,1220,0,1914,0,98010,473585,-121975,1350,20250
985001015,20140604T000000,low,135000,1,1,790,13062,1,0,0,3,6,790,0,1942,0,98168,474919,-122311,1240,7137
